Mac Атакующий,Mac Жертвы,IP Атакующий, IP Жертвы,Вид атаки,CVE уязвимость,Цель (программа)
00:0c:29:c3:b9:c3,ask.wireshark.org,192.168.159.135,188.114.98.236,TCP(QUIC) DOS,CVE-2023-24898,Заспапить узел пакетами
